Split,Mask,NonLandslide_Pixels,Landslide_Pixels,Total_Pixels,Positive_Ratio_%
TrainData,mask_1991.h5,15582,802,16384,4.89501953125
TrainData,mask_1992.h5,15752,632,16384,3.857421875
TrainData,mask_1993.h5,15662,722,16384,4.40673828125
TrainData,mask_1994.h5,15898,486,16384,2.96630859375
TrainData,mask_1995.h5,15437,947,16384,5.780029296875
TrainData,mask_1996.h5,15600,784,16384,4.78515625
TrainData,mask_1997.h5,16301,83,16384,0.506591796875
TrainData,mask_1998.h5,15403,981,16384,5.987548828125
TrainData,mask_1999.h5,16135,249,16384,1.519775390625
TrainData,mask_2.h5,15447,937,16384,5.718994140625
TrainData,mask_20.h5,16384,0,16384,0.0
TrainData,mask_200.h5,16384,0,16384,0.0
TrainData,mask_2000.h5,15706,678,16384,4.13818359375
TrainData,mask_2001.h5,16318,66,16384,0.40283203125
TrainData,mask_2002.h5,16384,0,16384,0.0
TrainData,mask_2003.h5,16384,0,16384,0.0
TrainData,mask_2004.h5,16384,0,16384,0.0
TrainData,mask_2005.h5,16384,0,16384,0.0
TrainData,mask_2006.h5,16384,0,16384,0.0
TrainData,mask_2007.h5,16384,0,16384,0.0
TrainData,mask_2008.h5,16384,0,16384,0.0
TrainData,mask_2009.h5,16384,0,16384,0.0
TrainData,mask_201.h5,16297,87,16384,0.531005859375
TrainData,mask_2010.h5,16384,0,16384,0.0
TrainData,mask_2011.h5,16384,0,16384,0.0
TrainData,mask_2012.h5,16384,0,16384,0.0
TrainData,mask_2013.h5,16384,0,16384,0.0
TrainData,mask_2014.h5,16384,0,16384,0.0
TrainData,mask_2015.h5,16307,77,16384,0.469970703125
TrainData,mask_2016.h5,16172,212,16384,1.2939453125
TrainData,mask_2017.h5,14458,1926,16384,11.75537109375
TrainData,mask_2018.h5,16345,39,16384,0.238037109375
TrainData,mask_2019.h5,16086,298,16384,1.81884765625
TrainData,mask_202.h5,13429,2955,16384,18.035888671875
TrainData,mask_2020.h5,14868,1516,16384,9.2529296875
TrainData,mask_2021.h5,14498,1886,16384,11.51123046875
TrainData,mask_2022.h5,16315,69,16384,0.421142578125
TrainData,mask_2023.h5,15874,510,16384,3.11279296875
TrainData,mask_2024.h5,13330,3054,16384,18.64013671875
TrainData,mask_2025.h5,14304,2080,16384,12.6953125
TrainData,mask_2026.h5,15526,858,16384,5.23681640625
TrainData,mask_2027.h5,15921,463,16384,2.825927734375
TrainData,mask_2028.h5,15801,583,16384,3.558349609375
TrainData,mask_2029.h5,15427,957,16384,5.841064453125
TrainData,mask_203.h5,15470,914,16384,5.57861328125
TrainData,mask_2030.h5,15478,906,16384,5.52978515625
TrainData,mask_2031.h5,15759,625,16384,3.814697265625
TrainData,mask_2032.h5,14588,1796,16384,10.9619140625
TrainData,mask_2033.h5,14375,2009,16384,12.261962890625
TrainData,mask_2034.h5,16305,79,16384,0.482177734375
TrainData,mask_2035.h5,16036,348,16384,2.1240234375
TrainData,mask_2036.h5,15382,1002,16384,6.11572265625
TrainData,mask_2037.h5,15902,482,16384,2.94189453125
TrainData,mask_2038.h5,16384,0,16384,0.0
TrainData,mask_2039.h5,16364,20,16384,0.1220703125
TrainData,mask_204.h5,15991,393,16384,2.398681640625
TrainData,mask_2040.h5,16384,0,16384,0.0
TrainData,mask_2041.h5,16384,0,16384,0.0
TrainData,mask_2042.h5,16384,0,16384,0.0
TrainData,mask_2043.h5,16384,0,16384,0.0
TrainData,mask_2044.h5,16384,0,16384,0.0
TrainData,mask_2045.h5,16384,0,16384,0.0
TrainData,mask_2046.h5,16384,0,16384,0.0
TrainData,mask_2047.h5,16384,0,16384,0.0
TrainData,mask_2048.h5,16384,0,16384,0.0
TrainData,mask_2049.h5,16384,0,16384,0.0
TrainData,mask_205.h5,16316,68,16384,0.4150390625
TrainData,mask_2050.h5,16384,0,16384,0.0
TrainData,mask_2051.h5,16384,0,16384,0.0
TrainData,mask_2052.h5,16384,0,16384,0.0
TrainData,mask_2053.h5,16384,0,16384,0.0
TrainData,mask_2054.h5,16384,0,16384,0.0
TrainData,mask_2055.h5,15838,546,16384,3.33251953125
TrainData,mask_2056.h5,15984,400,16384,2.44140625
TrainData,mask_2057.h5,16052,332,16384,2.0263671875
TrainData,mask_2058.h5,15514,870,16384,5.31005859375
TrainData,mask_2059.h5,16262,122,16384,0.74462890625
TrainData,mask_206.h5,16384,0,16384,0.0
TrainData,mask_2060.h5,15812,572,16384,3.4912109375
TrainData,mask_2061.h5,15649,735,16384,4.486083984375
TrainData,mask_2062.h5,16225,159,16384,0.970458984375
TrainData,mask_2063.h5,14907,1477,16384,9.014892578125
TrainData,mask_2064.h5,15365,1019,16384,6.219482421875
TrainData,mask_2065.h5,14132,2252,16384,13.7451171875
TrainData,mask_2066.h5,15114,1270,16384,7.75146484375
TrainData,mask_2067.h5,14914,1470,16384,8.97216796875
TrainData,mask_2068.h5,15743,641,16384,3.912353515625
TrainData,mask_2069.h5,16179,205,16384,1.251220703125
TrainData,mask_207.h5,16384,0,16384,0.0
TrainData,mask_2070.h5,16230,154,16384,0.93994140625
TrainData,mask_2071.h5,15886,498,16384,3.03955078125
TrainData,mask_2072.h5,16112,272,16384,1.66015625
TrainData,mask_2073.h5,16317,67,16384,0.408935546875
TrainData,mask_2074.h5,15996,388,16384,2.3681640625
TrainData,mask_2075.h5,16084,300,16384,1.8310546875
TrainData,mask_2076.h5,16384,0,16384,0.0
TrainData,mask_2077.h5,16384,0,16384,0.0
TrainData,mask_2078.h5,16384,0,16384,0.0
TrainData,mask_2079.h5,16311,73,16384,0.445556640625
TrainData,mask_208.h5,16339,45,16384,0.274658203125
TrainData,mask_2080.h5,16384,0,16384,0.0
TrainData,mask_2081.h5,16384,0,16384,0.0
TrainData,mask_2082.h5,16384,0,16384,0.0
TrainData,mask_2083.h5,16384,0,16384,0.0
TrainData,mask_2084.h5,16384,0,16384,0.0
TrainData,mask_2085.h5,16384,0,16384,0.0
TrainData,mask_2086.h5,16384,0,16384,0.0
TrainData,mask_2087.h5,16384,0,16384,0.0
TrainData,mask_2088.h5,16384,0,16384,0.0
TrainData,mask_2089.h5,16384,0,16384,0.0
TrainData,mask_209.h5,16205,179,16384,1.092529296875
TrainData,mask_2090.h5,16384,0,16384,0.0
TrainData,mask_2091.h5,16384,0,16384,0.0
TrainData,mask_2092.h5,16384,0,16384,0.0
TrainData,mask_2093.h5,16384,0,16384,0.0
TrainData,mask_2094.h5,16384,0,16384,0.0
TrainData,mask_2095.h5,16384,0,16384,0.0
TrainData,mask_2096.h5,14861,1523,16384,9.295654296875
TrainData,mask_2097.h5,15950,434,16384,2.64892578125
TrainData,mask_2098.h5,16075,309,16384,1.885986328125
TrainData,mask_2099.h5,16384,0,16384,0.0
TrainData,mask_21.h5,16384,0,16384,0.0
TrainData,mask_210.h5,16384,0,16384,0.0
TrainData,mask_2100.h5,16384,0,16384,0.0
TrainData,mask_2101.h5,15259,1125,16384,6.866455078125
TrainData,mask_2102.h5,14095,2289,16384,13.970947265625
TrainData,mask_2103.h5,15482,902,16384,5.50537109375
TrainData,mask_2104.h5,14146,2238,16384,13.65966796875
TrainData,mask_2105.h5,14607,1777,16384,10.845947265625
TrainData,mask_2106.h5,14237,2147,16384,13.104248046875
TrainData,mask_2107.h5,14171,2213,16384,13.507080078125
TrainData,mask_2108.h5,15709,675,16384,4.119873046875
TrainData,mask_2109.h5,15002,1382,16384,8.43505859375
TrainData,mask_211.h5,16381,3,16384,0.018310546875
TrainData,mask_2110.h5,16366,18,16384,0.10986328125
TrainData,mask_2111.h5,16317,67,16384,0.408935546875
TrainData,mask_2112.h5,16013,371,16384,2.264404296875
TrainData,mask_2113.h5,16384,0,16384,0.0
TrainData,mask_2114.h5,16374,10,16384,0.06103515625
TrainData,mask_2115.h5,16279,105,16384,0.640869140625
TrainData,mask_2116.h5,16384,0,16384,0.0
TrainData,mask_2117.h5,16384,0,16384,0.0
TrainData,mask_2118.h5,16322,62,16384,0.37841796875
TrainData,mask_2119.h5,16358,26,16384,0.15869140625
TrainData,mask_212.h5,16384,0,16384,0.0
TrainData,mask_2120.h5,16326,58,16384,0.35400390625
TrainData,mask_2121.h5,16313,71,16384,0.433349609375
TrainData,mask_2122.h5,16384,0,16384,0.0
TrainData,mask_2123.h5,16042,342,16384,2.08740234375
TrainData,mask_2124.h5,16254,130,16384,0.79345703125
TrainData,mask_2125.h5,16120,264,16384,1.611328125
TrainData,mask_2126.h5,16384,0,16384,0.0
TrainData,mask_2127.h5,16384,0,16384,0.0
TrainData,mask_2128.h5,16384,0,16384,0.0
TrainData,mask_2129.h5,16384,0,16384,0.0
TrainData,mask_213.h5,16384,0,16384,0.0
TrainData,mask_2130.h5,16384,0,16384,0.0
TrainData,mask_2131.h5,16384,0,16384,0.0
TrainData,mask_2132.h5,16384,0,16384,0.0
TrainData,mask_2133.h5,16384,0,16384,0.0
TrainData,mask_2134.h5,16384,0,16384,0.0
TrainData,mask_2135.h5,16356,28,16384,0.1708984375
TrainData,mask_2136.h5,16246,138,16384,0.84228515625
TrainData,mask_2137.h5,16379,5,16384,0.030517578125
TrainData,mask_2138.h5,16320,64,16384,0.390625
TrainData,mask_2139.h5,16299,85,16384,0.518798828125
TrainData,mask_214.h5,16384,0,16384,0.0
TrainData,mask_2140.h5,16327,57,16384,0.347900390625
TrainData,mask_2141.h5,16384,0,16384,0.0
TrainData,mask_2142.h5,15230,1154,16384,7.04345703125
TrainData,mask_2143.h5,15603,781,16384,4.766845703125
TrainData,mask_2144.h5,15052,1332,16384,8.1298828125
TrainData,mask_2145.h5,13683,2701,16384,16.485595703125
TrainData,mask_2146.h5,12460,3924,16384,23.9501953125
TrainData,mask_2147.h5,13600,2784,16384,16.9921875
TrainData,mask_2148.h5,12803,3581,16384,21.856689453125
TrainData,mask_2149.h5,15128,1256,16384,7.666015625
TrainData,mask_215.h5,16368,16,16384,0.09765625
TrainData,mask_2150.h5,15801,583,16384,3.558349609375
TrainData,mask_2151.h5,16129,255,16384,1.556396484375
TrainData,mask_2152.h5,16199,185,16384,1.129150390625
TrainData,mask_2153.h5,16384,0,16384,0.0
TrainData,mask_2154.h5,16384,0,16384,0.0
TrainData,mask_2155.h5,16325,59,16384,0.360107421875
TrainData,mask_2156.h5,16384,0,16384,0.0
TrainData,mask_2157.h5,15770,614,16384,3.74755859375
TrainData,mask_2158.h5,16222,162,16384,0.98876953125
TrainData,mask_2159.h5,16384,0,16384,0.0
TrainData,mask_216.h5,16384,0,16384,0.0
TrainData,mask_2160.h5,16352,32,16384,0.1953125
TrainData,mask_2161.h5,16288,96,16384,0.5859375
TrainData,mask_2162.h5,16269,115,16384,0.701904296875
TrainData,mask_2163.h5,16384,0,16384,0.0
TrainData,mask_2164.h5,16289,95,16384,0.579833984375
TrainData,mask_2165.h5,16384,0,16384,0.0
TrainData,mask_2166.h5,16384,0,16384,0.0
TrainData,mask_2167.h5,16384,0,16384,0.0
TrainData,mask_2168.h5,16384,0,16384,0.0
TrainData,mask_2169.h5,16384,0,16384,0.0
TrainData,mask_217.h5,16352,32,16384,0.1953125
TrainData,mask_2170.h5,16384,0,16384,0.0
TrainData,mask_2171.h5,16384,0,16384,0.0
TrainData,mask_2172.h5,16384,0,16384,0.0
TrainData,mask_2173.h5,16384,0,16384,0.0
TrainData,mask_2174.h5,16384,0,16384,0.0
TrainData,mask_2175.h5,16384,0,16384,0.0
TrainData,mask_2176.h5,16340,44,16384,0.2685546875
TrainData,mask_2177.h5,16214,170,16384,1.03759765625
TrainData,mask_2178.h5,16305,79,16384,0.482177734375
TrainData,mask_2179.h5,16252,132,16384,0.8056640625
TrainData,mask_218.h5,16384,0,16384,0.0
TrainData,mask_2180.h5,16384,0,16384,0.0
TrainData,mask_2181.h5,16384,0,16384,0.0
TrainData,mask_2182.h5,15729,655,16384,3.997802734375
TrainData,mask_2183.h5,16195,189,16384,1.153564453125
TrainData,mask_2184.h5,16056,328,16384,2.001953125
TrainData,mask_2185.h5,15555,829,16384,5.059814453125
TrainData,mask_2186.h5,12862,3522,16384,21.49658203125
TrainData,mask_2187.h5,11523,4861,16384,29.669189453125
TrainData,mask_2188.h5,14950,1434,16384,8.75244140625
TrainData,mask_2189.h5,12492,3892,16384,23.7548828125
TrainData,mask_219.h5,16211,173,16384,1.055908203125
TrainData,mask_2190.h5,14682,1702,16384,10.38818359375
TrainData,mask_2191.h5,15566,818,16384,4.99267578125
TrainData,mask_2192.h5,16125,259,16384,1.580810546875
TrainData,mask_2193.h5,15748,636,16384,3.8818359375
TrainData,mask_2194.h5,16384,0,16384,0.0
TrainData,mask_2195.h5,16384,0,16384,0.0
TrainData,mask_2196.h5,16384,0,16384,0.0
TrainData,mask_2197.h5,16384,0,16384,0.0
TrainData,mask_2198.h5,16384,0,16384,0.0
TrainData,mask_2199.h5,15863,521,16384,3.179931640625
TrainData,mask_22.h5,16384,0,16384,0.0
TrainData,mask_220.h5,16131,253,16384,1.544189453125
TrainData,mask_2200.h5,16253,131,16384,0.799560546875
TrainData,mask_2201.h5,16214,170,16384,1.03759765625
TrainData,mask_2202.h5,16359,25,16384,0.152587890625
TrainData,mask_2203.h5,16190,194,16384,1.18408203125
TrainData,mask_2204.h5,16314,70,16384,0.42724609375
TrainData,mask_2205.h5,16384,0,16384,0.0
TrainData,mask_2206.h5,16384,0,16384,0.0
TrainData,mask_2207.h5,16314,70,16384,0.42724609375
TrainData,mask_2208.h5,16384,0,16384,0.0
TrainData,mask_2209.h5,16384,0,16384,0.0
TrainData,mask_221.h5,16218,166,16384,1.01318359375
TrainData,mask_2210.h5,16384,0,16384,0.0
TrainData,mask_2211.h5,16384,0,16384,0.0
TrainData,mask_2212.h5,16384,0,16384,0.0
TrainData,mask_2213.h5,16384,0,16384,0.0
TrainData,mask_2214.h5,16384,0,16384,0.0
TrainData,mask_2215.h5,16384,0,16384,0.0
TrainData,mask_2216.h5,16384,0,16384,0.0
TrainData,mask_2217.h5,16384,0,16384,0.0
TrainData,mask_2218.h5,16384,0,16384,0.0
TrainData,mask_2219.h5,16366,18,16384,0.10986328125
TrainData,mask_222.h5,15737,647,16384,3.948974609375
TrainData,mask_2220.h5,16384,0,16384,0.0
TrainData,mask_2221.h5,16154,230,16384,1.40380859375
TrainData,mask_2222.h5,16147,237,16384,1.446533203125
TrainData,mask_2223.h5,15772,612,16384,3.7353515625
TrainData,mask_2224.h5,15851,533,16384,3.253173828125
TrainData,mask_2225.h5,16076,308,16384,1.8798828125
TrainData,mask_2226.h5,15926,458,16384,2.79541015625
TrainData,mask_2227.h5,14136,2248,16384,13.720703125
TrainData,mask_2228.h5,13427,2957,16384,18.048095703125
TrainData,mask_2229.h5,15417,967,16384,5.902099609375
TrainData,mask_223.h5,15942,442,16384,2.69775390625
TrainData,mask_2230.h5,12749,3635,16384,22.186279296875
TrainData,mask_2231.h5,15258,1126,16384,6.87255859375
TrainData,mask_2232.h5,14986,1398,16384,8.53271484375
TrainData,mask_2233.h5,15516,868,16384,5.2978515625
TrainData,mask_2234.h5,16115,269,16384,1.641845703125
TrainData,mask_2235.h5,16384,0,16384,0.0
TrainData,mask_2236.h5,16384,0,16384,0.0
TrainData,mask_2237.h5,16384,0,16384,0.0
TrainData,mask_2238.h5,16310,74,16384,0.45166015625
TrainData,mask_2239.h5,16384,0,16384,0.0
TrainData,mask_224.h5,15168,1216,16384,7.421875
TrainData,mask_2240.h5,16384,0,16384,0.0
TrainData,mask_2241.h5,15924,460,16384,2.8076171875
TrainData,mask_2242.h5,15682,702,16384,4.28466796875
TrainData,mask_2243.h5,16384,0,16384,0.0
TrainData,mask_2244.h5,16276,108,16384,0.6591796875
TrainData,mask_2245.h5,16384,0,16384,0.0
TrainData,mask_2246.h5,16384,0,16384,0.0
TrainData,mask_2247.h5,16384,0,16384,0.0
TrainData,mask_2248.h5,16384,0,16384,0.0
TrainData,mask_2249.h5,16384,0,16384,0.0
TrainData,mask_225.h5,15071,1313,16384,8.013916015625
TrainData,mask_2250.h5,16384,0,16384,0.0
TrainData,mask_2251.h5,16384,0,16384,0.0
TrainData,mask_2252.h5,16384,0,16384,0.0
TrainData,mask_2253.h5,16384,0,16384,0.0
TrainData,mask_2254.h5,16384,0,16384,0.0
TrainData,mask_2255.h5,16384,0,16384,0.0
TrainData,mask_2256.h5,16384,0,16384,0.0
TrainData,mask_2257.h5,16384,0,16384,0.0
TrainData,mask_2258.h5,16384,0,16384,0.0
TrainData,mask_2259.h5,16384,0,16384,0.0
TrainData,mask_226.h5,15424,960,16384,5.859375
TrainData,mask_2260.h5,16384,0,16384,0.0
TrainData,mask_2261.h5,16384,0,16384,0.0
TrainData,mask_2262.h5,16148,236,16384,1.4404296875
TrainData,mask_2263.h5,16254,130,16384,0.79345703125
TrainData,mask_2264.h5,15775,609,16384,3.717041015625
TrainData,mask_2265.h5,15963,421,16384,2.569580078125
TrainData,mask_2266.h5,15776,608,16384,3.7109375
TrainData,mask_2267.h5,14914,1470,16384,8.97216796875
TrainData,mask_2268.h5,14623,1761,16384,10.748291015625
TrainData,mask_2269.h5,15331,1053,16384,6.427001953125
TrainData,mask_227.h5,15453,931,16384,5.682373046875
TrainData,mask_2270.h5,12015,4369,16384,26.666259765625
TrainData,mask_2271.h5,15095,1289,16384,7.867431640625
TrainData,mask_2272.h5,16337,47,16384,0.286865234375
TrainData,mask_2273.h5,16384,0,16384,0.0
TrainData,mask_2274.h5,16190,194,16384,1.18408203125
TrainData,mask_2275.h5,16157,227,16384,1.385498046875
TrainData,mask_2276.h5,16341,43,16384,0.262451171875
TrainData,mask_2277.h5,16384,0,16384,0.0
TrainData,mask_2278.h5,14884,1500,16384,9.1552734375
TrainData,mask_2279.h5,16360,24,16384,0.146484375
TrainData,mask_228.h5,15871,513,16384,3.131103515625
TrainData,mask_2280.h5,16384,0,16384,0.0
TrainData,mask_2281.h5,16215,169,16384,1.031494140625
TrainData,mask_2282.h5,16163,221,16384,1.348876953125
TrainData,mask_2283.h5,16384,0,16384,0.0
TrainData,mask_2284.h5,16299,85,16384,0.518798828125
TrainData,mask_2285.h5,16174,210,16384,1.28173828125
TrainData,mask_2286.h5,16384,0,16384,0.0
TrainData,mask_2287.h5,16384,0,16384,0.0
TrainData,mask_2288.h5,16384,0,16384,0.0
TrainData,mask_2289.h5,16384,0,16384,0.0
TrainData,mask_229.h5,16323,61,16384,0.372314453125
TrainData,mask_2290.h5,16384,0,16384,0.0
TrainData,mask_2291.h5,16384,0,16384,0.0
TrainData,mask_2292.h5,16384,0,16384,0.0
TrainData,mask_2293.h5,16384,0,16384,0.0
TrainData,mask_2294.h5,16384,0,16384,0.0
TrainData,mask_2295.h5,16384,0,16384,0.0
TrainData,mask_2296.h5,16384,0,16384,0.0
TrainData,mask_2297.h5,16384,0,16384,0.0
TrainData,mask_2298.h5,16384,0,16384,0.0
TrainData,mask_2299.h5,16384,0,16384,0.0
TrainData,mask_23.h5,15223,1161,16384,7.086181640625
TrainData,mask_230.h5,16323,61,16384,0.372314453125
TrainData,mask_2300.h5,16384,0,16384,0.0
TrainData,mask_2301.h5,16314,70,16384,0.42724609375
TrainData,mask_2302.h5,16127,257,16384,1.568603515625
TrainData,mask_2303.h5,16061,323,16384,1.971435546875
TrainData,mask_2304.h5,16210,174,16384,1.06201171875
TrainData,mask_2305.h5,13539,2845,16384,17.364501953125
TrainData,mask_2306.h5,15066,1318,16384,8.04443359375
TrainData,mask_2307.h5,16000,384,16384,2.34375
TrainData,mask_2308.h5,16019,365,16384,2.227783203125
TrainData,mask_2309.h5,15906,478,16384,2.91748046875
TrainData,mask_231.h5,16384,0,16384,0.0
TrainData,mask_2310.h5,13635,2749,16384,16.778564453125
TrainData,mask_2311.h5,14502,1882,16384,11.48681640625
TrainData,mask_2312.h5,14187,2197,16384,13.409423828125
TrainData,mask_2313.h5,15783,601,16384,3.668212890625
TrainData,mask_2314.h5,16229,155,16384,0.946044921875
TrainData,mask_2315.h5,16353,31,16384,0.189208984375
TrainData,mask_2316.h5,16384,0,16384,0.0
TrainData,mask_2317.h5,16384,0,16384,0.0
TrainData,mask_2318.h5,16384,0,16384,0.0
TrainData,mask_2319.h5,15661,723,16384,4.412841796875
TrainData,mask_232.h5,15602,782,16384,4.77294921875
TrainData,mask_2320.h5,16284,100,16384,0.6103515625
TrainData,mask_2321.h5,16379,5,16384,0.030517578125
TrainData,mask_2322.h5,16382,2,16384,0.01220703125
TrainData,mask_2323.h5,16231,153,16384,0.933837890625
TrainData,mask_2324.h5,16320,64,16384,0.390625
TrainData,mask_2325.h5,16384,0,16384,0.0
TrainData,mask_2326.h5,16384,0,16384,0.0
TrainData,mask_2327.h5,16307,77,16384,0.469970703125
TrainData,mask_2328.h5,16384,0,16384,0.0
TrainData,mask_2329.h5,16384,0,16384,0.0
TrainData,mask_233.h5,15359,1025,16384,6.256103515625
TrainData,mask_2330.h5,16384,0,16384,0.0
TrainData,mask_2331.h5,16384,0,16384,0.0
TrainData,mask_2332.h5,16384,0,16384,0.0
TrainData,mask_2333.h5,16384,0,16384,0.0
TrainData,mask_2334.h5,16384,0,16384,0.0
TrainData,mask_2335.h5,16384,0,16384,0.0
TrainData,mask_2336.h5,16384,0,16384,0.0
TrainData,mask_2337.h5,16384,0,16384,0.0
TrainData,mask_2338.h5,16384,0,16384,0.0
TrainData,mask_2339.h5,16384,0,16384,0.0
TrainData,mask_234.h5,16139,245,16384,1.495361328125
TrainData,mask_2340.h5,16384,0,16384,0.0
TrainData,mask_2341.h5,16384,0,16384,0.0
TrainData,mask_2342.h5,15943,441,16384,2.691650390625
TrainData,mask_2343.h5,16038,346,16384,2.11181640625
TrainData,mask_2344.h5,15884,500,16384,3.0517578125
TrainData,mask_2345.h5,16024,360,16384,2.197265625
TrainData,mask_2346.h5,15917,467,16384,2.850341796875
TrainData,mask_2347.h5,15137,1247,16384,7.611083984375
TrainData,mask_2348.h5,15336,1048,16384,6.396484375
TrainData,mask_2349.h5,15268,1116,16384,6.8115234375
TrainData,mask_235.h5,16349,35,16384,0.213623046875
TrainData,mask_2350.h5,15398,986,16384,6.01806640625
TrainData,mask_2351.h5,11763,4621,16384,28.204345703125
TrainData,mask_2352.h5,15657,727,16384,4.437255859375
TrainData,mask_2353.h5,16105,279,16384,1.702880859375
TrainData,mask_2354.h5,15779,605,16384,3.692626953125
TrainData,mask_2355.h5,15480,904,16384,5.517578125
TrainData,mask_2356.h5,15560,824,16384,5.029296875
TrainData,mask_2357.h5,16338,46,16384,0.28076171875
TrainData,mask_2358.h5,16384,0,16384,0.0
TrainData,mask_2359.h5,16384,0,16384,0.0
TrainData,mask_236.h5,16384,0,16384,0.0
TrainData,mask_2360.h5,16384,0,16384,0.0
TrainData,mask_2361.h5,16278,106,16384,0.64697265625
TrainData,mask_2362.h5,16000,384,16384,2.34375
TrainData,mask_2363.h5,16026,358,16384,2.18505859375
TrainData,mask_2364.h5,16384,0,16384,0.0
TrainData,mask_2365.h5,16384,0,16384,0.0
TrainData,mask_2366.h5,16384,0,16384,0.0
TrainData,mask_2367.h5,16345,39,16384,0.238037109375
TrainData,mask_2368.h5,16384,0,16384,0.0
TrainData,mask_2369.h5,16384,0,16384,0.0
TrainData,mask_237.h5,14368,2016,16384,12.3046875
TrainData,mask_2370.h5,16384,0,16384,0.0
TrainData,mask_2371.h5,16384,0,16384,0.0
TrainData,mask_2372.h5,16384,0,16384,0.0
TrainData,mask_2373.h5,16384,0,16384,0.0
TrainData,mask_2374.h5,16384,0,16384,0.0
TrainData,mask_2375.h5,16384,0,16384,0.0
TrainData,mask_2376.h5,16384,0,16384,0.0
TrainData,mask_2377.h5,16384,0,16384,0.0
TrainData,mask_2378.h5,16384,0,16384,0.0
TrainData,mask_2379.h5,16384,0,16384,0.0
TrainData,mask_238.h5,15629,755,16384,4.608154296875
TrainData,mask_2380.h5,16384,0,16384,0.0
TrainData,mask_2381.h5,16384,0,16384,0.0
TrainData,mask_2382.h5,16384,0,16384,0.0
TrainData,mask_2383.h5,16384,0,16384,0.0
TrainData,mask_2384.h5,16384,0,16384,0.0
TrainData,mask_2385.h5,16069,315,16384,1.922607421875
TrainData,mask_2386.h5,15927,457,16384,2.789306640625
TrainData,mask_2387.h5,16384,0,16384,0.0
TrainData,mask_2388.h5,15312,1072,16384,6.54296875
TrainData,mask_2389.h5,15621,763,16384,4.656982421875
TrainData,mask_239.h5,16023,361,16384,2.203369140625
TrainData,mask_2390.h5,15074,1310,16384,7.99560546875
TrainData,mask_2391.h5,12160,4224,16384,25.78125
TrainData,mask_2392.h5,15563,821,16384,5.010986328125
TrainData,mask_2393.h5,14853,1531,16384,9.344482421875
TrainData,mask_2394.h5,16007,377,16384,2.301025390625
TrainData,mask_2395.h5,15318,1066,16384,6.50634765625
TrainData,mask_2396.h5,15448,936,16384,5.712890625
TrainData,mask_2397.h5,15827,557,16384,3.399658203125
TrainData,mask_2398.h5,15952,432,16384,2.63671875
TrainData,mask_2399.h5,16384,0,16384,0.0
TrainData,mask_24.h5,16131,253,16384,1.544189453125
TrainData,mask_240.h5,16309,75,16384,0.457763671875
TrainData,mask_2400.h5,16134,250,16384,1.52587890625
TrainData,mask_2401.h5,16137,247,16384,1.507568359375
TrainData,mask_2402.h5,15359,1025,16384,6.256103515625
TrainData,mask_2403.h5,15003,1381,16384,8.428955078125
TrainData,mask_2404.h5,16114,270,16384,1.64794921875
TrainData,mask_2405.h5,16357,27,16384,0.164794921875
TrainData,mask_2406.h5,16233,151,16384,0.921630859375
TrainData,mask_2407.h5,16384,0,16384,0.0
TrainData,mask_2408.h5,16384,0,16384,0.0
TrainData,mask_2409.h5,16384,0,16384,0.0
TrainData,mask_241.h5,13864,2520,16384,15.380859375
TrainData,mask_2410.h5,16384,0,16384,0.0
TrainData,mask_2411.h5,16384,0,16384,0.0
TrainData,mask_2412.h5,16384,0,16384,0.0
TrainData,mask_2413.h5,16384,0,16384,0.0
TrainData,mask_2414.h5,16384,0,16384,0.0
TrainData,mask_2415.h5,16384,0,16384,0.0
TrainData,mask_2416.h5,16384,0,16384,0.0
TrainData,mask_2417.h5,16384,0,16384,0.0
TrainData,mask_2418.h5,16384,0,16384,0.0
TrainData,mask_2419.h5,16384,0,16384,0.0
TrainData,mask_242.h5,16299,85,16384,0.518798828125
TrainData,mask_2420.h5,16384,0,16384,0.0
TrainData,mask_2421.h5,16384,0,16384,0.0
TrainData,mask_2422.h5,16384,0,16384,0.0
TrainData,mask_2423.h5,16384,0,16384,0.0
TrainData,mask_2424.h5,16384,0,16384,0.0
TrainData,mask_2425.h5,16384,0,16384,0.0
TrainData,mask_2426.h5,16308,76,16384,0.4638671875
TrainData,mask_2427.h5,15890,494,16384,3.01513671875
TrainData,mask_2428.h5,16384,0,16384,0.0
TrainData,mask_2429.h5,14700,1684,16384,10.2783203125
TrainData,mask_243.h5,16086,298,16384,1.81884765625
TrainData,mask_2430.h5,16020,364,16384,2.2216796875
TrainData,mask_2431.h5,16166,218,16384,1.33056640625
TrainData,mask_2432.h5,15812,572,16384,3.4912109375
TrainData,mask_2433.h5,16015,369,16384,2.252197265625
TrainData,mask_2434.h5,15765,619,16384,3.778076171875
TrainData,mask_2435.h5,15694,690,16384,4.21142578125
TrainData,mask_2436.h5,16384,0,16384,0.0
TrainData,mask_2437.h5,15803,581,16384,3.546142578125
TrainData,mask_2438.h5,16250,134,16384,0.81787109375
TrainData,mask_2439.h5,16327,57,16384,0.347900390625
TrainData,mask_244.h5,15396,988,16384,6.0302734375
TrainData,mask_2440.h5,16384,0,16384,0.0
TrainData,mask_2441.h5,16347,37,16384,0.225830078125
TrainData,mask_2442.h5,16188,196,16384,1.1962890625
TrainData,mask_2443.h5,16141,243,16384,1.483154296875
